5,1562829465348,-480,-272,-848
5,1562829465352,-480,-272,-848
1,1562829465356,560,304,-768
1,1562829465359,544,304,-800
3,1562829465369,976,-304,240
3,1562829465373,992,-304,224
5,1562829465381,-480,-272,-848
5,1562829465385,-480,-256,-848
1,1562829465389,544,288,-800
1,1562829465391,544,272,-800
3,1562829465407,960,-304,224
3,1562829465410,944,-304,224
5,1562829465419,-480,-256,-848
5,1562829465422,-480,-272,-832
5,1562829465425,-480,-272,-848
1,1562829465432,544,272,-784
1,1562829465435,528,288,-784
3,1562829465448,944,-304,240
3,1562829465451,944,-304,240
5,1562829465462,-480,-272,-848
5,1562829465465,-480,-272,-848
1,1562829465468,528,288,-784
1,1562829465471,560,320,-784
3,1562829465486,944,-320,240
3,1562829465489,960,-320,224
5,1562829465500,-480,-272,-848
1,1562829465506,592,336,-768
1,1562829465509,592,336,-768
1,1562829465512,576,320,-784
3,1562829465529,976,-304,224
3,1562829465532,976,-304,240
5,1562829465541,-480,-272,-848
5,1562829465544,-464,-272,-848
5,1562829465547,-480,-272,-848
1,1562829465550,560,304,-784
3,1562829465568,960,-304,240
3,1562829465571,960,-304,224
5,1562829465582,-480,-272,-848
5,1562829465586,-480,-272,-848
1,1562829465589,560,288,-784
1,1562829465592,560,288,-784
1,1562829465595,560,288,-768
3,1562829465606,944,-304,224
3,1562829465609,944,-304,224
3,1562829465612,960,-304,240
5,1562829465620,-480,-272,-848
5,1562829465624,-480,-272,-864
1,1562829465627,560,304,-784
1,1562829465629,560,304,-784
3,1562829465647,960,-304,240
3,1562829465651,960,-304,240
5,1562829465662,-480,-272,-848
5,1562829465665,-480,-272,-848
1,1562829465668,560,320,-784
3,1562829465686,960,-304,240
5,1562829465703,-480,-288,-848
5,1562829465706,-480,-272,-848
1,1562829465709,544,336,-784
1,1562829465712,560,320,-768
1,1562829465715,560,320,-768
3,1562829465727,944,-304,240
3,1562829465730,944,-320,224
3,1562829465734,944,-304,224
5,1562829465740,-480,-272,-848
5,1562829465743,-480,-272,-848
1,1562829465747,576,336,-752
1,1562829465751,576,320,-768
3,1562829465767,960,-320,224
3,1562829465770,976,-320,240
5,1562829465781,-480,-272,-848
5,1562829465785,-480,-272,-848
1,1562829465788,576,304,-784
1,1562829465791,560,288,-800
3,1562829465807,976,-304,240
3,1562829465812,976,-304,224
5,1562829465820,-480,-272,-848
5,1562829465823,-480,-272,-848
1,1562829465825,544,288,-800
1,1562829465828,528,272,-800
3,1562829465848,960,-304,224
3,1562829465852,944,-304,224
5,1562829465860,-496,-272,-848
5,1562829465864,-480,-272,-832
1,1562829465867,544,272,-784
1,1562829465870,544,304,-768
3,1562829465887,944,-304,224
3,1562829465891,960,-304,240
5,1562829465903,-480,-272,-848
5,1562829465905,-480,-272,-848
1,1562829465908,560,320,-768
1,1562829465911,560,320,-768
3,1562829465926,960,-304,240
3,1562829465929,960,-320,240
5,1562829465951,-480,-272,-848
5,1562829465955,-480,-288,-848
1,1562829465958,560,336,-768
1,1562829465961,576,320,-768
3,1562829465966,960,-304,224
3,1562829465970,960,-320,240
5,1562829465982,-480,-272,-848
5,1562829465985,-480,-272,-848
1,1562829465988,576,304,-768
1,1562829465991,576,304,-784
3,1562829466006,944,-320,240
3,1562829466009,944,-320,240
5,1562829466020,-480,-272,-848
5,1562829466023,-480,-272,-848
1,1562829466025,560,272,-784
1,1562829466028,560,272,-800
3,1562829466046,960,-304,224
3,1562829466051,960,-304,224
1,1562829466073,560,272,-784
1,1562829466076,560,288,-784
5,1562829466079,-480,-272,-848
5,1562829466082,-480,-256,-848
