3,1563793814535,384,880,-288
3,1563793814538,352,1184,-336
3,1563793814542,256,1280,-384
5,1563793814546,-96,-832,-704
5,1563793814549,-176,-816,-752
1,1563793814558,832,976,432
1,1563793814561,720,864,384
3,1563793814574,288,1072,-384
5,1563793814582,-144,-816,-624
5,1563793814586,-64,-880,-464
1,1563793814599,576,704,304
1,1563793814603,480,624,240
3,1563793814616,400,832,-336
3,1563793814621,480,640,-320
3,1563793814625,528,560,-320
5,1563793814628,-16,-912,-336
5,1563793814631,32,-928,-288
1,1563793814639,448,592,224
1,1563793814643,480,640,272
3,1563793814656,496,624,-288
3,1563793814661,432,848,-304
5,1563793814665,48,-880,-336
5,1563793814669,0,-864,-480
1,1563793814678,608,768,320
1,1563793814682,736,880,384
3,1563793814695,368,1072,-320
3,1563793814699,288,1200,-368
5,1563793814704,-64,-848,-624
5,1563793814708,-144,-800,-704
1,1563793814718,784,944,416
1,1563793814722,736,864,384
3,1563793814735,320,1088,-384
3,1563793814739,368,880,-352
5,1563793814743,-144,-832,-640
5,1563793814747,-96,-864,-496
1,1563793814759,608,752,336
1,1563793814763,512,656,272
3,1563793814775,448,704,-336
3,1563793814778,512,624,-320
5,1563793814783,-16,-896,-384
5,1563793814786,16,-912,-336
1,1563793814798,480,624,256
1,1563793814803,512,656,256
3,1563793814816,480,640,-288
3,1563793814821,416,832,-288
5,1563793814824,32,-880,-336
5,1563793814828,0,-848,-464
1,1563793814839,624,752,304
1,1563793814843,736,880,368
3,1563793814854,400,1056,-304
3,1563793814859,336,1152,-352
5,1563793814863,-48,-848,-608
5,1563793814867,-112,-848,-688
1,1563793814877,768,912,400
1,1563793814880,704,848,384
3,1563793814896,288,1040,-384
3,1563793814902,384,832,-352
5,1563793814906,-128,-848,-608
5,1563793814911,-80,-880,-480
1,1563793814918,576,720,336
1,1563793814922,480,640,272
3,1563793814938,464,672,-352
3,1563793814942,496,592,-336
5,1563793814946,-32,-912,-368
5,1563793814951,16,-912,-288
1,1563793814959,464,624,272
1,1563793814962,512,672,288
3,1563793814975,432,656,-304
3,1563793814978,400,912,-272
5,1563793814982,32,-832,-336
5,1563793814985,0,-832,-512
1,1563793814998,672,816,336
1,1563793815002,816,944,384
3,1563793815014,384,1184,-304
3,1563793815019,304,1200,-368
5,1563793815024,-80,-848,-688
5,1563793815028,-128,-848,-704
1,1563793815038,800,928,384
3,1563793815056,352,976,-352
3,1563793815061,432,752,-352
5,1563793815065,-96,-864,-576
5,1563793815069,-48,-896,-400
5,1563793815073,-16,-912,-288
1,1563793815078,672,800,352
1,1563793815081,512,656,304
1,1563793815084,432,576,272
3,1563793815094,480,592,-352
3,1563793815098,496,544,-352
5,1563793815103,16,-928,-240
5,1563793815107,16,-832,-304
1,1563793815118,416,576,256
1,1563793815122,496,656,288
3,1563793815133,432,624,-304
3,1563793815138,384,928,-288
5,1563793815145,-16,-832,-512
5,1563793815149,-80,-864,-736
1,1563793815158,688,832,352
1,1563793815162,848,992,400
3,1563793815175,368,1248,-320
3,1563793815179,256,1328,-320
5,1563793815183,-160,-816,-768
5,1563793815186,-112,-848,-608
1,1563793815198,848,976,400
1,1563793815202,688,816,352
3,1563793815214,336,1040,-352
3,1563793815218,432,752,-352
5,1563793815222,-48,-896,-432
